method,subject_id,nrmse,psnr,ssim,measured_kspace_err,heldout_kspace_err,runtime_seconds,num_net_evals,heldout_kspace_err_allcoef,ssim_fullfov,nrmse_fullfov,psnr_fullfov,brain_fraction
classical_adjoint,2022101101,0.2121790829957708,21.959756920282654,0.5403418172005576,0.18302858372529343,0.9815299113591512,0.012888113657633399,0.0,0.5256798466046652,0.3648750403962988,0.3772378568482749,21.5096666463529,0.253021240234375
classical_adjoint,2022101102,0.2180259353248287,21.547185251808315,0.5495305562054993,0.17335559924443558,0.9801484942436218,0.011583487192789668,0.0,0.5088878671328226,0.40683534530202764,0.34598948627346676,22.48202286900499,0.290924072265625
classical_adjoint,2022101103,0.21650469039586298,22.18863003059771,0.5435080288558592,0.192530483007431,0.9844767053922018,0.011202176411946534,0.0,0.5429971019426981,0.36633288030407213,0.3850825894489371,21.596228697842736,0.2777506510416667
classical_adjoint,2022101201,0.23825833410560457,21.008709509949018,0.5229163468302164,0.1817717999219894,0.9827710191408793,0.0105061531066894,0.0,0.5057923098405203,0.32629387844454144,0.3809624858458503,21.715167920755007,0.260162353515625
classical_adjoint,2022101204,0.24846396760988007,21.66105055978916,0.5048398787964622,0.16945983469486228,0.9856307903925577,0.009922345479329367,0.0,0.526216725508372,0.33416763086071527,0.39879897625861704,21.90249440010543,0.2785237630208333
classical_adjoint,2022101301,0.22236120042071028,22.322725123222156,0.5248421960283474,0.189440444111824,0.983690599600474,0.009919643402099566,0.0,0.5349274476369222,0.3454721320208988,0.38924192519614026,21.669365159887672,0.2718658447265625
classical_adjoint,2022101302,0.23774913037871634,20.83941500564843,0.5058874548613366,0.1879539291063944,0.9868428111076355,0.009840250015258734,0.0,0.5324190457661947,0.34677227205276545,0.38062331896009277,21.230483607617654,0.22681172688802084
classical_adjoint,2022101303,0.2647284927198601,19.50464693779131,0.5290479637409725,0.17065589129924771,0.9800868630409241,0.012549877166747969,0.0,0.5114420851071676,0.3324092777904574,0.3891954430931972,21.907440611973403,0.07523600260416667
classical_adjoint,2022112702,0.21421820570729985,22.438668505404966,0.505322737969232,0.17216057082017258,0.9868543346722921,0.0116230646769205,0.0,0.5160409410794576,0.33317672881885524,0.38599915471904084,21.955799392671995,0.24625651041666666
classical_adjoint,2022112704,0.24088144180573776,22.3184820307987,0.5257431884517396,0.18070060511430097,0.9845988353093466,0.011666615804036433,0.0,0.5250765879948934,0.35837036967937785,0.38730641791709947,22.47921734850348,0.26214599609375
classical_adjoint,2022120401,0.2298861149756454,22.193359898218404,0.5240293702700368,0.17638148367404938,0.989109992980957,0.010710159937540632,0.0,0.5187760392824808,0.37537696610958965,0.36772787417117975,22.335602772638495,0.2919209798177083
classical_adjoint,2022120402,0.20554852516551245,22.3330793361939,0.49933862885400115,0.17869354287783304,0.9850281874338785,0.010489861170450832,0.0,0.5314735571543375,0.34929345952748836,0.3813775972050489,21.42309796422754,0.24783833821614584
classical_adjoint,2022120403,0.2203516955079832,22.286505598554516,0.5054818789720862,0.1668492257595062,0.9916327595710754,0.0099825859069824,0.0,0.515276292959849,0.36427617411627544,0.36717250346303776,22.08713452140694,0.2789764404296875
classical_adjoint,2022120404,0.20955082325094157,23.000231669671305,0.5322358719692265,0.17408868173758182,0.9889561335245768,0.010082880655924433,0.0,0.5050864219665527,0.37831183872086166,0.35889813664538917,22.702159347327335,0.25665283203125
classical_adjoint,2022120406,0.2296290866851197,21.179441761137266,0.4973357111090937,0.17319454749425248,0.9870398839314779,0.010436932245890268,0.0,0.5173234939575195,0.3856976904073226,0.3659876615262221,22.11665016423132,0.2366943359375
classical_adjoint,2022120407,0.22523199722520726,22.097573071831487,0.5243678419005288,0.1771760483582814,0.9850222071011862,0.011064926783243735,0.0,0.5197449326515198,0.37278250282966835,0.37535392277952706,22.01154463109802,0.2529856363932292
classical_adjoint,2022120408,0.22782072307544354,21.46994105175541,0.5237722567692834,0.18095450103282926,0.9792248209317526,0.011647860209147065,0.0,0.5184466441472372,0.38466052754949653,0.3692368545116178,21.409914275056583,0.24932861328125
classical_adjoint,2022120409,0.21442128166361882,22.7987965277815,0.5312890538164133,0.17594720919926957,0.9838424126307169,0.010387818018595334,0.0,0.5253472725550333,0.3440356451025021,0.38757777672333305,21.852064895923103,0.2844441731770833
classical_adjoint,2022121701,0.21968848266283228,20.898096172854846,0.4982018009353076,0.18198684354623154,0.9848436514536539,0.0112868150075276,0.0,0.526322066783905,0.3764382994792534,0.37088338042343594,21.634934734781382,0.20310465494791666
classical_adjoint,2022121702,0.22716182103122584,21.456994772668285,0.49203863105086487,0.1634998222192128,0.9829011162122091,0.009337663650512633,0.0,0.5086377859115601,0.3953768511718508,0.3531705648954548,21.79955835103382,0.2684733072916667
classical_adjoint,2022121703,0.22611315125295436,21.441314456997123,0.5005437075129079,0.18118158479531601,0.9789826472600301,0.011228164037068633,0.0,0.5250717202822367,0.3814284501031211,0.36827951258141595,21.29847981924367,0.261993408203125
classical_adjoint,2022121705,0.23874253664141123,21.87254741539213,0.5147026724396873,0.17116473615169525,0.9861823717753092,0.011720577875773066,0.0,0.5196053385734558,0.3912065902550724,0.3661515544390725,22.257604235086024,0.2730356852213542
classical_adjoint,2022121706,0.2109086417240007,23.03568195922392,0.539003539399739,0.17795282105604804,0.9844556649525961,0.0123833815256754,0.0,0.508857806523641,0.3913602515209968,0.3577793733476709,22.570637440073693,0.2921651204427083
classical_adjoint,2022121707,0.22966671848125822,21.866934551279268,0.5153220421639781,0.2025560289621353,0.9866388241449991,0.010774135589599533,0.0,0.5564704934755961,0.3092494569552305,0.4147839947181428,21.42278347129275,0.2518463134765625
classical_adjoint,2022121708,0.21584071217449388,22.1047342746574,0.533095439215232,0.19334486126899716,0.981455127398173,0.010508298873901334,0.0,0.5403642455736796,0.42057128653666537,0.36047909963197355,22.053229807062493,0.1886749267578125
classical_l1wav,2022101101,0.21014777701659246,22.066232803272538,0.5297357363418512,0.18422634402910865,0.9688417911529541,2.7824792861938477,0.0,0.5186265607674917,0.39517754925277027,0.3571768531999921,21.9965587296867,0.253021240234375
classical_l1wav,2022101102,0.2072329725428603,21.997853947099873,0.5480785853964781,0.1739056706428527,0.9547709623972574,2.5590590635935464,0.0,0.4960111180941264,0.4276083539357633,0.32875700388022416,22.923908790131208,0.290924072265625
classical_l1wav,2022101103,0.21773926419560893,22.14527814328234,0.5263491481056736,0.1914242357015609,0.9716629584630329,2.310859123865763,0.0,0.5357224345207214,0.3912680730336265,0.3637592144913486,22.094161629688813,0.2777506510416667
classical_l1wav,2022101201,0.22468869464039373,21.534796235451495,0.5374239796342509,0.18604129552841184,0.9747007886568705,2.1143807570139566,0.0,0.5020170013109843,0.36398721717591825,0.36412695242807147,22.109102059457268,0.260162353515625
classical_l1wav,2022101204,0.24786568391814298,21.67477241259618,0.48133256785687073,0.17634291946887962,0.9764484763145447,2.104909340540568,0.0,0.5219435095787048,0.36010870995943023,0.38107705297274386,22.297620606564905,0.2785237630208333
classical_l1wav,2022101301,0.21789428693676152,22.494024839319668,0.5078974428173351,0.19026193519433335,0.9695015350977579,2.0241469542185464,0.0,0.5270644426345825,0.3817066829272309,0.36529498089063656,22.22103967251849,0.2718658447265625
classical_l1wav,2022101302,0.24444731300597553,20.601471636307373,0.4787884142033707,0.1958612501621246,0.9881410400072733,2.0977898438771563,0.0,0.5330299933751425,0.352246391473024,0.37738125725379384,21.304779943324675,0.22681172688802084
classical_l1wav,2022101303,0.2411423593913952,20.368661422169556,0.5624490556305055,0.175425112247467,0.9626124501228333,2.3629350662231445,0.0,0.5033755799134573,0.37645228845363543,0.3665392496803987,22.435877562987244,0.07523600260416667
classical_l1wav,2022112702,0.21704756990700227,22.324428867726965,0.47629539406863003,0.17822382350762686,0.9765084981918335,2.3032802740732827,0.0,0.5114269057909647,0.36405216039493155,0.36728932321512736,22.39041234337046,0.24625651041666666
classical_l1wav,2022112704,0.23887418940249097,22.388832137986608,0.5074330240716717,0.1834620386362075,0.9783408840497335,2.0137929916381836,0.0,0.521538257598877,0.39455103272505254,0.3661078434820318,22.968566136150994,0.26214599609375
classical_l1wav,2022120401,0.22394200362672725,22.418931746724585,0.5100947579596797,0.1834336817264556,0.9877404371897379,2.132667144139608,0.0,0.5182842016220093,0.3810840456490594,0.35959934010182354,22.529659695417667,0.2919209798177083
classical_l1wav,2022120402,0.20759268292921373,22.255746601830527,0.4853436848190458,0.17886129021644584,0.971886356671651,2.1768608887990317,0.0,0.5241032838821411,0.3833747308608783,0.3601994183638964,21.920635461120877,0.24783833821614584
classical_l1wav,2022120403,0.22361269095753109,22.16200274712286,0.4862368227715714,0.176473061243693,0.9888765811920166,2.1215060551961265,0.0,0.513944149017334,0.37770671508970205,0.35852732898733747,22.293293154817388,0.2789764404296875
classical_l1wav,2022120404,0.2075557218137002,23.08408006520371,0.5192954424022743,0.1804342816273371,0.9865623712539673,2.2061611811319985,0.0,0.5040343006451925,0.3959426031015773,0.3472348720199705,22.989109338661677,0.25665283203125
classical_l1wav,2022120406,0.2191913641460447,21.583834937204717,0.5040992916732469,0.17792043089866638,0.9749181071917216,2.1939669450124106,0.0,0.5112241903940836,0.4045263082667152,0.34899851236526863,22.529422650377068,0.2366943359375
classical_l1wav,2022120407,0.22047268793694283,22.280543527676517,0.5045879452874836,0.179697369535764,0.962661862373352,2.3307925860087075,0.0,0.5085440079371134,0.4028679620780585,0.352239388227834,22.56282526030954,0.2529856363932292
classical_l1wav,2022120408,0.22432147677813918,21.605690383653254,0.5113615834776047,0.17951552569866178,0.9556350906689962,2.6514598528544107,0.0,0.505740245183309,0.41784936273886525,0.34296574622186116,22.049685549358383,0.24932861328125
classical_l1wav,2022120409,0.215754316225118,22.75650545921515,0.5045446192795143,0.1761369158824285,0.9647131363550822,2.1278532346089682,0.0,0.5155864159266154,0.38561533233333406,0.3605512325607167,22.482176954254722,0.2844441731770833
classical_l1wav,2022121701,0.2140520571400594,21.12415085474083,0.4879077401488037,0.18667856852213535,0.9763912757237753,2.060232083002726,0.0,0.5219929019610087,0.3959539400809588,0.3557891871533219,21.998838012098897,0.20310465494791666
classical_l1wav,2022121702,0.22303253255942676,21.621830529800658,0.48102418714820966,0.165961354970932,0.9572185476620992,2.1050474643707275,0.0,0.4964394271373749,0.41492417863201014,0.334517564575898,22.272629690669547,0.2684733072916667
classical_l1wav,2022121703,0.22037449569997083,21.689877699605432,0.49047462400306374,0.18039600551128387,0.9491336345672607,2.2182605266571045,0.0,0.5092616379261017,0.4035895771126156,0.3450248238435874,21.872821206655363,0.261993408203125
classical_l1wav,2022121705,0.23813815877467168,21.89745215960959,0.5088512722053494,0.17574367423852286,0.9780371387799581,2.039128383000692,0.0,0.515161136786143,0.4130775583296397,0.35223418075614615,22.594485503975488,0.2730356852213542
classical_l1wav,2022121706,0.20415629106024358,23.32484877606861,0.5332348343620356,0.18059935669104255,0.9662243525187174,2.138185977935791,0.0,0.5000473856925964,0.4153501437784645,0.34065750306193077,22.99575392068886,0.2921651204427083
classical_l1wav,2022121707,0.22296668967649644,22.13386752986712,0.5037913026120405,0.20392554998397824,0.9805110891660055,2.317399581273397,0.0,0.5527092417081197,0.34546998052819694,0.39387691452926415,21.873530041065266,0.2518463134765625
classical_l1wav,2022121708,0.2052829109126216,22.53859569975287,0.5394602956611496,0.19063084324200943,0.9595309694608053,2.1301815509796143,0.0,0.5278127590815226,0.4376527642016512,0.3439246439872594,22.460023618719635,0.1886749267578125
comp2_ft,2022101101,0.14722608895933598,25.136335980488678,0.6993649457110492,0.26009744405746454,0.8547987937927246,14.661519130071005,100.0,0.46711665391921997,0.41485877951953976,0.33820432359593516,22.465090744111006,0.253021240234375
comp2_ft,2022101102,0.15942594557698866,24.260177363969376,0.6959885518937535,0.2483950903018315,0.8461219469706217,14.471688429514566,100.0,0.4515240788459778,0.45471732568384526,0.3171119685277744,23.236758327809564,0.290924072265625
comp2_ft,2022101103,0.1368068842235794,26.17424858542063,0.7280741087255422,0.27553155024846393,0.8663921356201172,14.468876918156942,100.0,0.4827859898408254,0.42948505865578107,0.3416670494184229,22.634499740717825,0.2777506510416667
comp2_ft,2022101201,0.14173687655239853,25.520622224630227,0.7298423815507692,0.25203955670197803,0.8611810406049093,14.59663470586141,100.0,0.45134613911310834,0.3966208827017623,0.33590841262998516,22.807910739886108,0.260162353515625
comp2_ft,2022101204,0.1509643761118561,25.98161017666487,0.7304195058475486,0.24715723594029745,0.8009161750475565,14.374480565388998,100.0,0.432191660006841,0.42501198156365083,0.3230179150850297,23.729890657002333,0.2785237630208333
comp2_ft,2022101301,0.15337549685337928,25.54416743367929,0.6991476043017203,0.2631521224975586,0.8318982521692911,14.622271855672201,100.0,0.4655132293701172,0.40735111019588754,0.34702115281135887,22.66667507282122,0.2718658447265625
comp2_ft,2022101302,0.17550536697130315,23.476350667700725,0.6893896373452328,0.2671339710553487,0.8473219871520996,14.357290824254354,100.0,0.47153719266255695,0.4137000939318745,0.3500213036597298,21.956912597949685,0.22681172688802084
comp2_ft,2022101303,0.1336209568277089,25.421582665165346,0.8413020857330117,0.24295061330000556,0.802317221959432,14.603523254394531,100.0,0.4283476074536641,0.4451028789501996,0.30920571472694164,23.90512496616878,0.07523600260416667
comp2_ft,2022112702,0.1475394019237207,25.672665710392938,0.6888086569917351,0.24993451436360678,0.8410395185152689,14.358532985051474,100.0,0.4479285975297292,0.39203403904263706,0.340337711695212,23.05060301091444,0.24625651041666666
comp2_ft,2022112704,0.13998695837165467,27.02524075758858,0.7455070364003502,0.25643429160118103,0.8380035161972046,14.611709753672281,100.0,0.4531133472919464,0.4457397346848271,0.32154017402501434,24.096812890707227,0.26214599609375
comp2_ft,2022120401,0.14910460353843244,25.944413381516117,0.7031325741456219,0.2594762643178304,0.867767333984375,14.432815154393515,100.0,0.4666258990764618,0.4305194350862553,0.3331109072002869,23.19516239473498,0.2919209798177083
comp2_ft,2022120402,0.14980815128902486,25.078025915710736,0.6538261651084191,0.26331077019373567,0.8578005234400431,14.639339844385782,100.0,0.4720888634522756,0.3950755590522541,0.34740269600784507,22.23172211280024,0.24783833821614584
comp2_ft,2022120403,0.15668263669981966,25.249014007100353,0.6822023105023792,0.24892428517341614,0.8543426791826884,14.343283971150717,100.0,0.45074965556462604,0.41742931490209867,0.3292240012150038,23.03320127064813,0.2789764404296875
comp2_ft,2022120404,0.1447874735111304,26.221648698597615,0.6957244851844747,0.2495949168999989,0.8724764188130697,14.588338057200113,100.0,0.454779992500941,0.43240499978653557,0.3240554933196797,23.58967953717388,0.25665283203125
comp2_ft,2022120406,0.1548644482882085,24.598690614775123,0.6850190246815115,0.25605120261510206,0.861673374970754,14.338680823644003,100.0,0.4611192643642425,0.4375046848290878,0.32841715278601086,23.058880030627407,0.2366943359375
comp2_ft,2022120407,0.1443828649559732,25.964779641908695,0.6977160882857292,0.2536550213893254,0.8189668456713358,14.588913599650065,100.0,0.4498778482278188,0.4329808612799359,0.32267741304239994,23.32798465449262,0.2529856363932292
comp2_ft,2022120408,0.13568515400534661,25.975976282786206,0.717872340900664,0.2494872361421585,0.8240178227424622,14.41801087061564,100.0,0.4459892809391022,0.4535013322327392,0.31022674620784846,22.926913846058213,0.24932861328125
comp2_ft,2022120409,0.12986766693806864,27.149097978760768,0.7163961841236336,0.25917256871859234,0.839013914267222,14.640751441319784,100.0,0.4534699817498525,0.41919180121750516,0.3275866106071821,23.31302345690608,0.2844441731770833
comp2_ft,2022121701,0.15511728246265422,23.91769548777407,0.6570552123181832,0.264204998811086,0.8558719555536906,14.36662745475769,100.0,0.4733082552750905,0.4191726304833576,0.3405666753814187,22.382068042543178,0.20310465494791666
comp2_ft,2022121702,0.16270523208394183,24.36127179265979,0.6739212006850207,0.2508794516324997,0.8507988452911377,14.605140129725138,100.0,0.4446583886941274,0.46446518594923186,0.3087627548625693,22.96954104083194,0.2684733072916667
comp2_ft,2022121703,0.1627744944611578,24.29337530797987,0.6633136059173979,0.25579561789830524,0.8370554447174072,14.355826218922934,100.0,0.45663610100746155,0.43893573812389636,0.32335773344206203,22.42870526866214,0.261993408203125
comp2_ft,2022121705,0.16085915370169412,25.299927373053666,0.7248460241388667,0.2525808314482371,0.8589501976966858,14.604402303695679,100.0,0.4480648338794708,0.4642980546741636,0.3155370408747776,23.55016830734782,0.2730356852213542
comp2_ft,2022121706,0.14536413650405325,26.268344654330775,0.6931071085501158,0.2593615651130676,0.8635727167129517,14.364729007085165,100.0,0.45940858125686646,0.43877773666915537,0.3253664306579844,23.396513846056916,0.2921651204427083
comp2_ft,2022121707,0.13557224275979007,26.440887977815617,0.7386896370289998,0.285802960395813,0.8686509132385254,14.599252939224243,100.0,0.49970054626464844,0.37536884802869447,0.37819420741023896,22.225060928676935,0.2518463134765625
comp2_ft,2022121708,0.16080082943528387,24.675323002857642,0.6540000437668171,0.28352690736452735,0.8793168465296427,14.332018534342447,100.0,0.4938366413116455,0.43077783086647403,0.35061238097349223,22.301799276838963,0.1886749267578125
comp2_merge,2022101101,0.144090412545515,25.33268644949294,0.7113306501759923,0.3115466932455699,0.8510488470395406,14.145915428797403,100.0,0.4652219414710998,0.41980378214063946,0.3367376247385176,22.501919296790636,0.253021240234375
comp2_merge,2022101102,0.1617067118355671,24.136970633686776,0.6906419258746513,0.29735315839449566,0.8465684851010641,14.468696196873983,100.0,0.4523533085982005,0.4530776159542307,0.318243035306925,23.20444118476387,0.290924072265625
