method,condition,subject_id,slice_id,seed,num_steps,l_ss,likelihood_type,lambda,runtime_seconds,num_net_evals,nrmse,psnr,ssim,measured_kspace_err,heldout_kspace_err,nrmse_fullfov,psnr_fullfov,ssim_fullfov,brain_fraction,heldout_kspace_err_allcoef
comp4_ft,joint_quad_comp,2022120407,9,0,100,30.0,DPS,,15.068291902542114,100,0.1177380792256955,27.147913590348555,0.742611334555553,0.2536623179912567,0.8044631481170654,0.3176170787654733,22.864881292140844,0.4240397439023067,0.2559661865234375,0.44245052337646484
comp4_ft,joint_quad_comp,2022120407,10,0,100,30.0,DPS,,14.211788654327393,100,0.11799509235667463,26.921528968460578,0.7435324422881707,0.25267454981803894,0.8300614356994629,0.3095284957880413,22.948622590231533,0.4400713828526177,0.2457275390625,0.4354778528213501
comp4_ft,joint_quad_comp,2022120408,8,0,100,30.0,DPS,,14.928022861480713,100,0.1203009998957076,27.880124578260904,0.7816336455783895,0.25937917828559875,0.8425571322441101,0.3091726861647272,23.713356339718814,0.4715786112421501,0.27801513671875,0.45367228984832764
comp4_ft,joint_quad_comp,2022120408,9,0,100,30.0,DPS,,14.36056923866272,100,0.1197551273724776,26.57984606221824,0.7429864836050528,0.2613062262535095,0.8216415643692017,0.31281964173582383,22.35329282240516,0.44412257000500577,0.2511749267578125,0.45066002011299133
comp4_ft,joint_quad_comp,2022120408,10,0,100,30.0,DPS,,14.945422172546387,100,0.12062401340767474,26.601296202888996,0.7602100288331191,0.25003957748413086,0.8073479533195496,0.2933954506553893,23.13833397886224,0.47774415161837486,0.2187957763671875,0.4314219653606415
comp4_ft,joint_quad_comp,2022120409,8,0,100,30.0,DPS,,14.206079483032227,100,0.11338047960600879,28.423102829337346,0.7857887012258895,0.25972869992256165,0.8404905796051025,0.3206947243640604,23.505283100206693,0.43598768755963824,0.297821044921875,0.44646644592285156
comp4_ft,joint_quad_comp,2022120409,9,0,100,30.0,DPS,,14.959665536880493,100,0.12261058668059396,27.553971621265724,0.7374925148695933,0.2692030668258667,0.8056349158287048,0.334566652455026,22.97690820627391,0.412120256556891,0.292999267578125,0.461940199136734
comp4_ft,joint_quad_comp,2022120409,10,0,100,30.0,DPS,,14.218008279800415,100,0.12009358849246009,27.815029349867075,0.715706325435359,0.25795865058898926,0.830731213092804,0.32366414715137837,23.555884696454935,0.4128738119854132,0.26251220703125,0.44889283180236816
comp4_ft,joint_quad_comp,2022121701,8,0,100,30.0,DPS,,14.935200452804565,100,0.1275700130189103,25.43480345101535,0.7405139410081362,0.2603294253349304,0.8532112836837769,0.3160684532003544,22.485546636929303,0.44349630238644216,0.20849609375,0.4494626820087433
comp4_ft,joint_quad_comp,2022121701,9,0,100,30.0,DPS,,14.180583000183105,100,0.1222276602078854,26.049052746734947,0.72638882385861,0.2707950174808502,0.8803924322128296,0.333501256349411,22.80973191701985,0.42498602850609346,0.22967529296875,0.4656278192996979
comp4_ft,joint_quad_comp,2022121701,10,0,100,30.0,DPS,,14.909861087799072,100,0.12318493376243098,26.033573877568656,0.7273396142867041,0.28432032465934753,0.8242455124855042,0.34644153377033676,22.507548478465672,0.4332651865328783,0.171142578125,0.482882022857666
comp4_ft,joint_quad_comp,2022121703,12,0,100,30.0,DPS,,14.190231561660767,100,0.11367983335895353,26.633556031275603,0.7394969781664875,0.27205559611320496,0.8255600929260254,0.3245358291498883,22.550469409563995,0.4489127882135439,0.1072235107421875,0.4619181752204895
